province_id,Provinsi,indicator,value
7,Gorontalo,Tenaga Kebidanan,2.0
7,Gorontalo,Tenaga Kefarmasian,731.0
7,Gorontalo,Tenaga Kesehatan Lingkungan,248.0
7,Gorontalo,Tenaga Kesehatan Masyarakat,1.0
7,Gorontalo,Tenaga Medis,4.0
7,Gorontalo,disease_burden_index,78.82833333333333
7,Gorontalo,facility_index,47.5
7,Gorontalo,insurance_coverage_index,0.1783
7,Gorontalo,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.003
7,Gorontalo,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.1714999999999999
7,Gorontalo,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.6994
7,Gorontalo,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0014
7,Gorontalo,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0162
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0046999999999999
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2004
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.005995238095238
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
7,Gorontalo,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.7916
7,Gorontalo,workforce_capacity_index,260.2608695652174
8,Jambi,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,86.0
8,Jambi,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,37.87
8,Jambi,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.02
8,Jambi,Jumlah Kasus Penyakit - Angka Penemuan TBC,65.0
8,Jambi,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,326.0
8,Jambi,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,1.63
8,Jambi,Jumlah Puskesmas Non Rawat Inap,110.0
8,Jambi,Jumlah Puskesmas Rawat Inap,98.0
8,Jambi,Jumlah Rumah Sakit Khusus,3.0
8,Jambi,Jumlah Rumah Sakit Umum,42.0
8,Jambi,Jumlah Tenaga Kesehatan Psikologi Klinis,30.0
8,Jambi,Jumlah Tenaga Kesehatan Tradisional,9.0
8,Jambi,Jumlah Tenaga Keteknisan Medis,857.0
8,Jambi,Jumlah Tenaga Keterapian Fisik,218.0
8,Jambi,Jumlah Tenaga Medis,3.0
8,Jambi,Jumlah Tenaga Teknik Biomedika,1.0
8,Jambi,Tenaga Gizi,521.0
8,Jambi,Tenaga Kebidanan,7.0
8,Jambi,Tenaga Kefarmasian,2.0
8,Jambi,Tenaga Kesehatan Lingkungan,474.0
8,Jambi,Tenaga Kesehatan Masyarakat,1.0
8,Jambi,Tenaga Medis,8.0
8,Jambi,disease_burden_index,86.08666666666666
8,Jambi,facility_index,104.0
8,Jambi,insurance_coverage_index,0.1411923529411764
8,Jambi,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0055
8,Jambi,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.287
8,Jambi,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.3234
8,Jambi,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0681617647058823
8,Jambi,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0219
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0174
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.332
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0056
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059
8,Jambi,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6373
8,Jambi,workforce_capacity_index,177.58333333333334
9,Jawa Barat,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,86.0
9,Jawa Barat,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,88.17
9,Jawa Barat,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.02
9,Jawa Barat,Jumlah Kasus Penyakit - Angka Penemuan TBC,97.0
9,Jawa Barat,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,9212.0
9,Jawa Barat,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,12.69375
9,Jawa Barat,Jumlah Puskesmas Non Rawat Inap,827.0
9,Jawa Barat,Jumlah Puskesmas Rawat Inap,279.0
9,Jawa Barat,Jumlah Rumah Sakit Khusus,54.0
9,Jawa Barat,Jumlah Rumah Sakit Umum,382.0
9,Jawa Barat,Jumlah Tenaga Kesehatan Psikologi Klinis,263.0
9,Jawa Barat,Jumlah Tenaga Kesehatan Tradisional,40.0
9,Jawa Barat,Jumlah Tenaga Keteknisan Medis,9.0
9,Jawa Barat,Jumlah Tenaga Keterapian Fisik,2.0
9,Jawa Barat,Jumlah Tenaga Medis,33.0
9,Jawa Barat,Jumlah Tenaga Teknik Biomedika,12.0
9,Jawa Barat,Tenaga Gizi,3.0
9,Jawa Barat,Tenaga Kebidanan,33.0
9,Jawa Barat,Tenaga Kefarmasian,26.0
9,Jawa Barat,Tenaga Kesehatan Lingkungan,2.0
9,Jawa Barat,Tenaga Kesehatan Masyarakat,4.0
9,Jawa Barat,Tenaga Medis,74.0
9,Jawa Barat,disease_burden_index,1582.647291666667
9,Jawa Barat,facility_index,553.0
9,Jawa Barat,insurance_coverage_index,0.15052
9,Jawa Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0089
9,Jawa Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2864
9,Jawa Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.4161999999999999
9,Jawa Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0048
9,Jawa Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0363
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0113999999999999
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2994
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0034
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0019
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.0048
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0076
9,Jawa Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6713
9,Jawa Barat,workforce_capacity_index,41.75
10,Jawa Tengah,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,86.0
10,Jawa Tengah,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,27.81
10,Jawa Tengah,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.02
10,Jawa Tengah,Jumlah Kasus Penyakit - Angka Penemuan TBC,84.0
10,Jawa Tengah,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,6057.0
10,Jawa Tengah,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,4.01
10,Jawa Tengah,Jumlah Puskesmas Non Rawat Inap,512.0
10,Jawa Tengah,Jumlah Puskesmas Rawat Inap,369.0
10,Jawa Tengah,Jumlah Rumah Sakit Khusus,52.0
10,Jawa Tengah,Jumlah Rumah Sakit Umum,317.0
10,Jawa Tengah,Jumlah Tenaga Kesehatan Psikologi Klinis,240.0
10,Jawa Tengah,Jumlah Tenaga Kesehatan Tradisional,34.0
10,Jawa Tengah,Jumlah Tenaga Keteknisan Medis,8.0
10,Jawa Tengah,Jumlah Tenaga Keterapian Fisik,3.0
10,Jawa Tengah,Jumlah Tenaga Medis,21.0
10,Jawa Tengah,Jumlah Tenaga Teknik Biomedika,10.0
10,Jawa Tengah,Tenaga Gizi,3.0
10,Jawa Tengah,Tenaga Kebidanan,30.0
10,Jawa Tengah,Tenaga Kefarmasian,25.0
10,Jawa Tengah,Tenaga Kesehatan Lingkungan,2.0
10,Jawa Tengah,Tenaga Kesehatan Masyarakat,4.0
10,Jawa Tengah,Tenaga Medis,66.0
10,Jawa Tengah,disease_burden_index,1043.14
10,Jawa Tengah,facility_index,440.5
10,Jawa Tengah,insurance_coverage_index,0.1504599999999999
10,Jawa Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0024
10,Jawa Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2459
10,Jawa Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.4797999999999999
10,Jawa Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0058
10,Jawa Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0184
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0097
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2769
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0023
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0015
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.001
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.0005
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0032
10,Jawa Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.7049
10,Jawa Tengah,workforce_capacity_index,37.16666666666666
11,Jawa Timur,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,88.0
11,Jawa Timur,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,49.29
11,Jawa Timur,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.02
11,Jawa Timur,Jumlah Kasus Penyakit - Angka Penemuan TBC,77.0
11,Jawa Timur,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,10612.0
11,Jawa Timur,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,5.14
11,Jawa Timur,Jumlah Puskesmas Non Rawat Inap,354.0
11,Jawa Timur,Jumlah Puskesmas Rawat Inap,622.0
11,Jawa Timur,Jumlah Rumah Sakit Khusus,84.0
11,Jawa Timur,Jumlah Rumah Sakit Umum,358.0
11,Jawa Timur,Jumlah Tenaga Kesehatan Psikologi Klinis,230.0
11,Jawa Timur,Jumlah Tenaga Kesehatan Tradisional,187.0
11,Jawa Timur,Jumlah Tenaga Keteknisan Medis,7.0
11,Jawa Timur,Jumlah Tenaga Keterapian Fisik,2.0
11,Jawa Timur,Jumlah Tenaga Medis,26.0
11,Jawa Timur,Jumlah Tenaga Teknik Biomedika,11.0
11,Jawa Timur,Tenaga Gizi,4.0
11,Jawa Timur,Tenaga Kebidanan,33.0
11,Jawa Timur,Tenaga Kefarmasian,22.0
11,Jawa Timur,Tenaga Kesehatan Lingkungan,2.0
11,Jawa Timur,Tenaga Kesehatan Masyarakat,4.0
11,Jawa Timur,Tenaga Medis,74.0
11,Jawa Timur,disease_burden_index,1805.2416666666668
11,Jawa Timur,facility_index,488.0
11,Jawa Timur,insurance_coverage_index,0.15442
11,Jawa Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0039
11,Jawa Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2108
11,Jawa Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.5175
11,Jawa Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0172
11,Jawa Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0227
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0132
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2897
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0029
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0014
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.0011
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0019
11,Jawa Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6894
11,Jawa Timur,workforce_capacity_index,50.16666666666666
12,Kalimantan Barat,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,86.0
12,Kalimantan Barat,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,36.4
12,Kalimantan Barat,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.01
12,Kalimantan Barat,Jumlah Kasus Penyakit - Angka Penemuan TBC,75.0
12,Kalimantan Barat,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,1113.0
12,Kalimantan Barat,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,12.69375
12,Kalimantan Barat,Jumlah Puskesmas Non Rawat Inap,112.0
12,Kalimantan Barat,Jumlah Puskesmas Rawat Inap,140.0
12,Kalimantan Barat,Jumlah Rumah Sakit Khusus,8.0
12,Kalimantan Barat,Jumlah Rumah Sakit Umum,51.0
12,Kalimantan Barat,Jumlah Tenaga Kesehatan Psikologi Klinis,25.0
12,Kalimantan Barat,Jumlah Tenaga Kesehatan Tradisional,2.0
12,Kalimantan Barat,Jumlah Tenaga Keteknisan Medis,1.0
12,Kalimantan Barat,Jumlah Tenaga Keterapian Fisik,199.0
12,Kalimantan Barat,Jumlah Tenaga Medis,3.0
12,Kalimantan Barat,Jumlah Tenaga Teknik Biomedika,2.0
12,Kalimantan Barat,Tenaga Gizi,853.0
12,Kalimantan Barat,Tenaga Kebidanan,7.0
12,Kalimantan Barat,Tenaga Kefarmasian,2.0
12,Kalimantan Barat,Tenaga Kesehatan Lingkungan,661.0
12,Kalimantan Barat,Tenaga Kesehatan Masyarakat,1.0
12,Kalimantan Barat,Tenaga Medis,11.0
12,Kalimantan Barat,disease_burden_index,220.5172916666667
12,Kalimantan Barat,facility_index,126.0
12,Kalimantan Barat,insurance_coverage_index,0.14744
12,Kalimantan Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0034
12,Kalimantan Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2612
12,Kalimantan Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.3938
12,Kalimantan Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0611
12,Kalimantan Barat,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0177
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0159705882352941
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.3718999999999999
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0024
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.003
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.004
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0034
12,Kalimantan Barat,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6122
12,Kalimantan Barat,workforce_capacity_index,147.25
13,Kalimantan Selatan,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,78.0
13,Kalimantan Selatan,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,13.65
13,Kalimantan Selatan,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.05
13,Kalimantan Selatan,Jumlah Kasus Penyakit - Angka Penemuan TBC,77.0
13,Kalimantan Selatan,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,662.0
13,Kalimantan Selatan,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,3.02
13,Kalimantan Selatan,Jumlah Puskesmas Non Rawat Inap,190.0
13,Kalimantan Selatan,Jumlah Puskesmas Rawat Inap,52.0
13,Kalimantan Selatan,Jumlah Rumah Sakit Khusus,8.0
13,Kalimantan Selatan,Jumlah Rumah Sakit Umum,44.0
13,Kalimantan Selatan,Jumlah Tenaga Kesehatan Psikologi Klinis,57.0
13,Kalimantan Selatan,Jumlah Tenaga Kesehatan Tradisional,3.0
13,Kalimantan Selatan,Jumlah Tenaga Keteknisan Medis,2.0
13,Kalimantan Selatan,Jumlah Tenaga Keterapian Fisik,265.0
13,Kalimantan Selatan,Jumlah Tenaga Medis,3.0
13,Kalimantan Selatan,Jumlah Tenaga Teknik Biomedika,2.0
13,Kalimantan Selatan,Tenaga Gizi,1.0
13,Kalimantan Selatan,Tenaga Kebidanan,6.0
13,Kalimantan Selatan,Tenaga Kefarmasian,3.0
13,Kalimantan Selatan,Tenaga Kesehatan Lingkungan,657.0
13,Kalimantan Selatan,Tenaga Kesehatan Masyarakat,1.0
13,Kalimantan Selatan,Tenaga Medis,10.0
13,Kalimantan Selatan,disease_burden_index,138.95333333333332
13,Kalimantan Selatan,facility_index,121.0
13,Kalimantan Selatan,insurance_coverage_index,0.1548999999999999
13,Kalimantan Selatan,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.002
