province_id,Provinsi,indicator,value
13,Kalimantan Selatan,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2985
13,Kalimantan Selatan,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.4416
13,Kalimantan Selatan,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0031
13,Kalimantan Selatan,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0293
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0024
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2292
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0032
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.0032
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
13,Kalimantan Selatan,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.7508
13,Kalimantan Selatan,workforce_capacity_index,84.16666666666667
14,Kalimantan Tengah,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,77.0
14,Kalimantan Tengah,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,40.84
14,Kalimantan Tengah,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.12
14,Kalimantan Tengah,Jumlah Kasus Penyakit - Angka Penemuan TBC,77.0
14,Kalimantan Tengah,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,485.0
14,Kalimantan Tengah,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,12.69375
14,Kalimantan Tengah,Jumlah Puskesmas Non Rawat Inap,120.0
14,Kalimantan Tengah,Jumlah Puskesmas Rawat Inap,85.0
14,Kalimantan Tengah,Jumlah Rumah Sakit Khusus,3.0
14,Kalimantan Tengah,Jumlah Rumah Sakit Umum,31.0
14,Kalimantan Tengah,Jumlah Tenaga Kesehatan Psikologi Klinis,25.0
14,Kalimantan Tengah,Jumlah Tenaga Kesehatan Tradisional,27.130434782608692
14,Kalimantan Tengah,Jumlah Tenaga Keteknisan Medis,617.0
14,Kalimantan Tengah,Jumlah Tenaga Keterapian Fisik,145.0
14,Kalimantan Tengah,Jumlah Tenaga Medis,2.0
14,Kalimantan Tengah,Jumlah Tenaga Teknik Biomedika,1.0
14,Kalimantan Tengah,Tenaga Gizi,584.0
14,Kalimantan Tengah,Tenaga Kebidanan,5.0
14,Kalimantan Tengah,Tenaga Kefarmasian,2.0
14,Kalimantan Tengah,Tenaga Kesehatan Lingkungan,322.0
14,Kalimantan Tengah,Tenaga Kesehatan Masyarakat,738.0
14,Kalimantan Tengah,Tenaga Medis,8.0
14,Kalimantan Tengah,disease_burden_index,115.44229166666668
14,Kalimantan Tengah,facility_index,102.5
14,Kalimantan Tengah,insurance_coverage_index,0.14374
14,Kalimantan Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0021
14,Kalimantan Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.2805999999999999
14,Kalimantan Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.3926
14,Kalimantan Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0121
14,Kalimantan Tengah,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0313
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0072
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2854
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.005995238095238
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0083
14,Kalimantan Tengah,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6960999999999999
14,Kalimantan Tengah,workforce_capacity_index,206.34420289855072
15,Kalimantan Timur,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,83.0
15,Kalimantan Timur,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,144.77
15,Kalimantan Timur,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.24
15,Kalimantan Timur,Jumlah Kasus Penyakit - Angka Penemuan TBC,52.0
15,Kalimantan Timur,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,1294.0
15,Kalimantan Timur,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,2.76
15,Kalimantan Timur,Jumlah Puskesmas Non Rawat Inap,97.0
15,Kalimantan Timur,Jumlah Puskesmas Rawat Inap,91.0
15,Kalimantan Timur,Jumlah Rumah Sakit Khusus,12.0
15,Kalimantan Timur,Jumlah Rumah Sakit Umum,54.0
15,Kalimantan Timur,Jumlah Tenaga Kesehatan Psikologi Klinis,41.0
15,Kalimantan Timur,Jumlah Tenaga Kesehatan Tradisional,6.0
15,Kalimantan Timur,Jumlah Tenaga Keteknisan Medis,950.0
15,Kalimantan Timur,Jumlah Tenaga Keterapian Fisik,406.0
15,Kalimantan Timur,Jumlah Tenaga Medis,4.0
15,Kalimantan Timur,Jumlah Tenaga Teknik Biomedika,2.0
15,Kalimantan Timur,Tenaga Gizi,496.0
15,Kalimantan Timur,Tenaga Kebidanan,5.0
15,Kalimantan Timur,Tenaga Kefarmasian,4.0
15,Kalimantan Timur,Tenaga Kesehatan Lingkungan,390.0
15,Kalimantan Timur,Tenaga Kesehatan Masyarakat,1.0
15,Kalimantan Timur,Tenaga Medis,11.0
15,Kalimantan Timur,disease_burden_index,262.795
15,Kalimantan Timur,facility_index,94.0
15,Kalimantan Timur,insurance_coverage_index,0.18308
15,Kalimantan Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0109
15,Kalimantan Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.4359
15,Kalimantan Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.3918999999999999
15,Kalimantan Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0023
15,Kalimantan Timur,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0744
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0095
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.3764
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0139
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
15,Kalimantan Timur,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.5901
15,Kalimantan Timur,workforce_capacity_index,193.0
16,Kalimantan Utara,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,69.0
16,Kalimantan Utara,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,35.5
16,Kalimantan Utara,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.08
16,Kalimantan Utara,Jumlah Kasus Penyakit - Angka Penemuan TBC,64.0
16,Kalimantan Utara,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,208.0
16,Kalimantan Utara,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,6.14
16,Kalimantan Utara,Jumlah Puskesmas Non Rawat Inap,38.0
16,Kalimantan Utara,Jumlah Puskesmas Rawat Inap,20.0
16,Kalimantan Utara,Jumlah Rumah Sakit Khusus,16.0625
16,Kalimantan Utara,Jumlah Rumah Sakit Umum,17.0
16,Kalimantan Utara,Jumlah Tenaga Kesehatan Psikologi Klinis,6.0
16,Kalimantan Utara,Jumlah Tenaga Kesehatan Tradisional,27.130434782608692
16,Kalimantan Utara,Jumlah Tenaga Keteknisan Medis,223.0
16,Kalimantan Utara,Jumlah Tenaga Keterapian Fisik,51.0
16,Kalimantan Utara,Jumlah Tenaga Medis,744.0
16,Kalimantan Utara,Jumlah Tenaga Teknik Biomedika,357.0
16,Kalimantan Utara,Tenaga Gizi,144.0
16,Kalimantan Utara,Tenaga Kebidanan,1.0
16,Kalimantan Utara,Tenaga Kefarmasian,708.0
16,Kalimantan Utara,Tenaga Kesehatan Lingkungan,126.0
16,Kalimantan Utara,Tenaga Kesehatan Masyarakat,356.0
16,Kalimantan Utara,Tenaga Medis,3.0
16,Kalimantan Utara,disease_burden_index,63.78666666666666
16,Kalimantan Utara,facility_index,29.0
16,Kalimantan Utara,insurance_coverage_index,0.1951839658444022
16,Kalimantan Utara,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.003958064516129
16,Kalimantan Utara,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.3319
16,Kalimantan Utara,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.5521
16,Kalimantan Utara,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0681617647058823
16,Kalimantan Utara,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0197999999999999
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0175
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2622
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.0059
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
16,Kalimantan Utara,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.7006
16,Kalimantan Utara,workforce_capacity_index,228.84420289855072
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,85.0
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,104.72
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.01
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - Angka Penemuan TBC,63.0
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,282.0
17,Kepulauan Bangka Belitung,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,3.5
17,Kepulauan Bangka Belitung,Jumlah Puskesmas Non Rawat Inap,39.0
17,Kepulauan Bangka Belitung,Jumlah Puskesmas Rawat Inap,25.0
17,Kepulauan Bangka Belitung,Jumlah Rumah Sakit Khusus,4.0
17,Kepulauan Bangka Belitung,Jumlah Rumah Sakit Umum,25.0
17,Kepulauan Bangka Belitung,Jumlah Tenaga Kesehatan Psikologi Klinis,20.0
17,Kepulauan Bangka Belitung,Jumlah Tenaga Kesehatan Tradisional,27.130434782608692
17,Kepulauan Bangka Belitung,Jumlah Tenaga Keteknisan Medis,402.0
17,Kepulauan Bangka Belitung,Jumlah Tenaga Keterapian Fisik,114.0
17,Kepulauan Bangka Belitung,Jumlah Tenaga Medis,1.0
17,Kepulauan Bangka Belitung,Jumlah Tenaga Teknik Biomedika,585.0
17,Kepulauan Bangka Belitung,Tenaga Gizi,247.0
17,Kepulauan Bangka Belitung,Tenaga Kebidanan,2.0
17,Kepulauan Bangka Belitung,Tenaga Kefarmasian,1.0
17,Kepulauan Bangka Belitung,Tenaga Kesehatan Lingkungan,156.0
17,Kepulauan Bangka Belitung,Tenaga Kesehatan Masyarakat,479.0
17,Kepulauan Bangka Belitung,Tenaga Medis,4.0
17,Kepulauan Bangka Belitung,disease_burden_index,89.705
17,Kepulauan Bangka Belitung,facility_index,32.0
17,Kepulauan Bangka Belitung,insurance_coverage_index,0.1843923529411764
17,Kepulauan Bangka Belitung,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0027
17,Kepulauan Bangka Belitung,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.3344
17,Kepulauan Bangka Belitung,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.5065999999999999
17,Kepulauan Bangka Belitung,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0681617647058823
17,Kepulauan Bangka Belitung,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0101
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0159705882352941
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.2189999999999999
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.003
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
17,Kepulauan Bangka Belitung,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.7725
17,Kepulauan Bangka Belitung,workforce_capacity_index,169.84420289855072
18,Kepulauan Riau,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,82.0
18,Kepulauan Riau,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,91.31
18,Kepulauan Riau,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.25
18,Kepulauan Riau,Jumlah Kasus Penyakit - Angka Penemuan TBC,50.0
18,Kepulauan Riau,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,867.0
18,Kepulauan Riau,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,1.79
18,Kepulauan Riau,Jumlah Puskesmas Non Rawat Inap,68.0
18,Kepulauan Riau,Jumlah Puskesmas Rawat Inap,28.0
18,Kepulauan Riau,Jumlah Rumah Sakit Khusus,5.0
18,Kepulauan Riau,Jumlah Rumah Sakit Umum,34.0
18,Kepulauan Riau,Jumlah Tenaga Kesehatan Psikologi Klinis,25.0
18,Kepulauan Riau,Jumlah Tenaga Kesehatan Tradisional,2.0
18,Kepulauan Riau,Jumlah Tenaga Keteknisan Medis,549.0
18,Kepulauan Riau,Jumlah Tenaga Keterapian Fisik,140.0
18,Kepulauan Riau,Jumlah Tenaga Medis,3.0
18,Kepulauan Riau,Jumlah Tenaga Teknik Biomedika,805.0
18,Kepulauan Riau,Tenaga Gizi,273.0
18,Kepulauan Riau,Tenaga Kebidanan,3.0
18,Kepulauan Riau,Tenaga Kefarmasian,2.0
18,Kepulauan Riau,Tenaga Kesehatan Lingkungan,342.0
18,Kepulauan Riau,Tenaga Kesehatan Masyarakat,509.0
18,Kepulauan Riau,Tenaga Medis,5.0
18,Kepulauan Riau,disease_burden_index,182.0583333333333
18,Kepulauan Riau,facility_index,48.0
18,Kepulauan Riau,insurance_coverage_index,0.17686
18,Kepulauan Riau,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_asuransi_swasta_ratio,0.0044
18,Kepulauan Riau,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_non-penerima_bantuan_iuran_(non-pbi)_ratio,0.4788
18,Kepulauan Riau,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_bpjs_kesehatan_penerima_bantuan_iuran_(pbi)_ratio,0.3177
18,Kepulauan Riau,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_jamkesda_ratio,0.0069
18,Kepulauan Riau,penduduk_yang_memiliki_jaminan_kesehatan_menurut_jenis_jaminan_-_perusahaan/kantor_ratio,0.0765
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_jumlah_ratio,1.0
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_lainnya_ratio,0.0259
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_mengobati_sendiri_ratio,0.345
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_merasa_tidak_perlu_ratio,0.005995238095238
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_biaya_transport_ratio,0.0050125
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_sarana_transportasi_ratio,0.004025
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_ada_yang_mendampingi_ratio,0.006325
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_tidak_punya_biaya_berobat_ratio,0.0059130434782608
18,Kepulauan Riau,penduduk_yang_mempunyai_keluhan_kesehatan_selama_sebulan_terakhir_dan_tidak_berobat_jalan_menurut_alasan_utama_tidak_berobat_jalan_-_waktu_tunggu_pelayanan_lama_ratio,0.6111
18,Kepulauan Riau,workforce_capacity_index,221.5
19,Lampung,Jumlah Kasus Penyakit - Angka Keberhasilan Pengobatan TBC,92.0
19,Lampung,Jumlah Kasus Penyakit - Angka Kesakitan DBD per 100.000 Penduduk,69.21
19,Lampung,Jumlah Kasus Penyakit - Angka Kesakitan Malaria per 1.000 Penduduk,0.2
19,Lampung,Jumlah Kasus Penyakit - Angka Penemuan TBC,65.0
19,Lampung,Jumlah Kasus Penyakit - HIV/AIDS Kasus Baru,1134.0
19,Lampung,Jumlah Kasus Penyakit - Penemuan Kasus Baru Kusta per 100.000 Penduduk,1.89
19,Lampung,Jumlah Puskesmas Non Rawat Inap,160.0
19,Lampung,Jumlah Puskesmas Rawat Inap,162.0
19,Lampung,Jumlah Rumah Sakit Khusus,19.0
19,Lampung,Jumlah Rumah Sakit Umum,64.0
19,Lampung,Jumlah Tenaga Kesehatan Psikologi Klinis,25.0
19,Lampung,Jumlah Tenaga Kesehatan Tradisional,56.0
19,Lampung,Jumlah Tenaga Keteknisan Medis,1.0
19,Lampung,Jumlah Tenaga Keterapian Fisik,327.0
19,Lampung,Jumlah Tenaga Medis,4.0
19,Lampung,Jumlah Tenaga Teknik Biomedika,2.0
